"","Indice","UF","Mes"
"577",79.3368241521197,"Bahia","202101"
"578",80.4002592146067,"Bahia","202102"
"579",71.6036844264413,"Bahia","202103"
"580",63.4642117484319,"Bahia","202104"
"581",60.4847437083509,"Bahia","202105"
"582",71.9420040218296,"Bahia","202106"
"583",74.2592631342068,"Bahia","202107"
"584",70.6517388754303,"Bahia","202108"
"585",76.2042200632532,"Bahia","202109"
"586",93.2454777215397,"Minas Gerais","201201"
"587",98.1513443110625,"Minas Gerais","201202"
"588",101.367211392127,"Minas Gerais","201203"
"589",97.8198555202653,"Minas Gerais","201204"
"590",99.4025033310012,"Minas Gerais","201205"
"591",97.7314801914422,"Minas Gerais","201206"
"592",100.210458649394,"Minas Gerais","201207"
"593",102.802581668072,"Minas Gerais","201208"
"594",99.2947047422478,"Minas Gerais","201209"
"595",104.050110596862,"Minas Gerais","201210"
"596",104.019906997108,"Minas Gerais","201211"
"597",101.804365095145,"Minas Gerais","201212"
"598",101.94547772154,"Minas Gerais","201301"
"599",93.6513443110625,"Minas Gerais","201302"
"600",99.967211392127,"Minas Gerais","201303"
"601",104.019855520265,"Minas Gerais","201304"
"602",104.602503331001,"Minas Gerais","201305"
"603",101.531480191442,"Minas Gerais","201306"
"604",100.710458649394,"Minas Gerais","201307"
"605",100.602581668072,"Minas Gerais","201308"
"606",99.8947047422478,"Minas Gerais","201309"
"607",103.350110596862,"Minas Gerais","201310"
"608",101.619906997108,"Minas Gerais","201311"
"609",96.3043650951451,"Minas Gerais","201312"
"610",98.0454777215397,"Minas Gerais","201401"
"611",102.151344311063,"Minas Gerais","201402"
"612",99.567211392127,"Minas Gerais","201403"
"613",97.3198555202653,"Minas Gerais","201404"
"614",99.1025033310012,"Minas Gerais","201405"
"615",93.4314801914422,"Minas Gerais","201406"
"616",95.1104586493944,"Minas Gerais","201407"
"617",93.1025816680718,"Minas Gerais","201408"
"618",99.1947047422478,"Minas Gerais","201409"
"619",97.5501105968621,"Minas Gerais","201410"
"620",95.4199069971082,"Minas Gerais","201411"
"621",91.3043650951451,"Minas Gerais","201412"
"622",94.6454777215397,"Minas Gerais","201501"
"623",90.8513443110625,"Minas Gerais","201502"
"624",90.167211392127,"Minas Gerais","201503"
"625",87.0198555202653,"Minas Gerais","201504"
"626",88.4025033310012,"Minas Gerais","201505"
"627",86.2314801914422,"Minas Gerais","201506"
"628",84.2104586493944,"Minas Gerais","201507"
"629",86.6025816680718,"Minas Gerais","201508"
"630",83.9947047422478,"Minas Gerais","201509"
"631",86.7501105968621,"Minas Gerais","201510"
"632",82.4199069971082,"Minas Gerais","201511"
"633",84.3043650951451,"Minas Gerais","201512"
"634",81.3454777215397,"Minas Gerais","201601"
"635",84.1513443110625,"Minas Gerais","201602"
"636",84.967211392127,"Minas Gerais","201603"
"637",87.0198555202653,"Minas Gerais","201604"
"638",84.7025033310012,"Minas Gerais","201605"
"639",84.6314801914422,"Minas Gerais","201606"
"640",84.1104586493944,"Minas Gerais","201607"
"641",83.7025816680718,"Minas Gerais","201608"
"642",86.0947047422478,"Minas Gerais","201609"
"643",76.6501105968621,"Minas Gerais","201610"
"644",81.4199069971082,"Minas Gerais","201611"
"645",83.0043650951451,"Minas Gerais","201612"
"646",80.3454777215397,"Minas Gerais","201701"
"647",83.2513443110625,"Minas Gerais","201702"
"648",84.067211392127,"Minas Gerais","201703"
"649",83.1198555202654,"Minas Gerais","201704"
"650",86.8025033310012,"Minas Gerais","201705"
"651",86.6314801914422,"Minas Gerais","201706"
