Date,AUSTRALIA,CANADA,DATE,FRANCE,GERMANY,JAPAN,NETHERLANDS,UK,US
2007-07-01,105.657547146227,111.756666666667,732857,100.239164673628,100.943333333333,82.5873548946241,99.4333333333333,105.734214451787,93.8509870586568
2007-10-01,107.637563646364,116.306666666667,732949,101.292489229256,101.973333333333,83.404028366903,100.083333333333,102.784189868249,90.8310625567694
2008-01-01,107.217560146335,111.72,733041,101.872484395963,102.166666666667,87.1907265893882,100.73,96.6741389511579,89.0377740556486
2008-04-01,110.240918674322,110.293333333333,733132,103.079141007159,103.05,85.8773823115193,101.7,93.7574479787332,87.4678133046674
2008-07-01,107.310894257452,107.813333333333,733223,101.742485479288,101.413333333333,84.6807056725472,100.853333333333,92.9107742564521,89.6710915560444
2008-10-01,87.3907282560688,96.3133333333333,733315,99.9391671736072,99.4966666666667,102.700855840465,99.7466666666667,85.2407103392528,97.8808863111755
2009-01-01,88.1007341727847,94.1266666666667,733407,100.855826201449,101.45,106.404220035167,102.126666666667,77.740647838732,100.204161562628
2009-04-01,97.7441478678988,99.8633333333333,733497,101.485820951493,102.016666666667,98.7541562846356,102.8,81.0673422278519,96.2475938101548
2009-07-01,104.000866673889,104.423333333333,733588,102.195815034875,102.513333333333,99.8108317569313,102.683333333333,83.2273602280019,93.1076723081923
2009-10-01,110.967591396595,107.31,733680,102.879142673811,103.143333333333,101.127509395912,103.54,81.0706755889632,90.9377265568361
2010-01-01,112.574271452262,109.976666666667,733772,100.809159923668,99.81,100.35416961808,101.106666666667,81.6340136167801,91.894369307434
2010-04-01,112.897607480063,112.89,733862,98.189181756819,96.42,99.7508312569271,98.3766666666667,83.2640272002266,93.2843345583027
2010-07-01,113.540946174551,111.463333333333,733953,97.6658527845605,96.04,105.200876673972,97.8566666666667,85.6540471170594,91.8843695574278
2010-10-01,119.950999591663,112.773333333333,734045,98.3358472012737,96.9733333333333,105.497545812882,98.7233333333333,84.0773673113943,88.6277843053924
2011-01-01,121.454345452878,115.076666666667,734137,97.9591836734697,96.4366666666667,103.654197118309,98.04,85.5440462003849,87.6011433047507
2011-04-01,125.384378203151,115.783333333333,734227,99.1925067291109,97.7966666666667,101.260843840365,99.32,83.9973666447221,85.4745298034216
2011-07-01,123.037691980767,114.21,734318,98.0825159790338,96.71,105.267543896199,98.9933333333333,84.134034450287,85.5345283034591
2011-10-01,121.867682230686,110.973333333333,734410,97.2925225623123,95.9433333333333,107.617563479696,97.8033333333333,85.7707147559563,89.0877728056799
2012-01-01,126.874390619921,113.43,734502,96.1191990066753,94.26,104.850873757281,96.45,86.9873915615964,88.9011108055632
2012-04-01,123.277693980783,113.003333333333,734593,95.3458721177327,93.44,103.834198618321,95.6866666666667,89.260743839532,90.3644075564778
2012-07-01,127.577729814415,114.396666666667,734684,94.0492162565315,91.94,104.634205285044,94.98,90.5474212285102,89.9877503062423
2012-10-01,126.421053508779,113.826666666667,734776,94.9792085065961,93.3733333333333,99.5441628680238,96.48,90.3640863673863,88.9511095555944
2013-01-01,128.43440362003,111.423333333333,734868,96.0791993400058,95.0533333333333,86.8807240060333,98.2433333333333,87.0807256727139,89.974417306234
